Year-Month,Average Weekly Hours (Total Private) (Hours),Civilian Employment (Household Survey) (Thousands),Total Private Employment (CES) (Thousands),Mining & Logging Employment (Thousands),Construction Employment (Thousands),Manufacturing Employment (Thousands),"Trade, Transportation & Utilities Employment (Thousands)",Professional & Business Services Employment (Thousands),Education & Health Services Employment (Thousands),Leisure & Hospitality Employment (Thousands),Labor Force Participation Rate (Percent),Employment-Population Ratio (Percent),Prime-Age (25-54) LFPR (Percent),Multiple Jobholders (Thousands),Part-Time for Economic Reasons (Thousands),Full-Time Employment (Thousands),Unemployment Rate - White (Percent),Unemployment Rate - Black (Percent),Unemployment Rate - Hispanic (Percent),Unemployment Rate - Men 20+ (Percent),Manufacturing Employment (All) (Thousands),Total Nonfarm Payrolls (Thousands),Temporary Help Services Employment (Thousands),U-6 Unemployment Rate (Broad) (Percent),Unemployed 15 Weeks & Over (Thousands),Unemployed 15-26 Weeks (Thousands),Unemployed 27 Weeks & Over (Thousands),Unemployed 5-14 Weeks (Thousands),Unemployed Less Than 5 Weeks (Thousands),Unemployment Level (Thousands),Unemployment Rate (Percent),Construction Employment (Thousands),Education & Health Services (Thousands),Financial Activities Employment (Thousands),Goods-Producing Employment (Thousands),Information Employment (Thousands),Leisure & Hospitality (Thousands),Mining Employment (Thousands),Professional & Business Services (Thousands),Other Services Employment (Thousands),"Trade, Transport, Utilities Employment (Thousands)",Retail Trade Employment (Thousands),Wholesale Trade Employment (Thousands)
1963-07,,67905.0,47986.0,706.0,3390.0,15639.0,11374.0,4064.0,3631.0,1310.0,58.7,55.4,69.4,2482.0,1132.0,,5.1,,,18.1,15646.0,56794.0,,,1070.0,522.0,548.0,1289.0,1693.0,4051.0,5.6,3088.0,3289.0,2731.0,19423.0,1739.0,3632.0,689.0,4009.0,1289.0,11348.0,5770.7,2755.2
1963-08,,67908.0,48228.0,714.0,3454.0,15770.0,11399.0,4068.0,3635.0,1310.0,58.5,55.4,69.3,2740.0,1246.0,,4.8,,,16.1,15644.0,56910.0,,,1114.0,593.0,521.0,1150.0,1677.0,3878.0,5.4,3099.0,3303.0,2738.0,19437.0,1738.0,3645.0,694.0,4020.0,1294.0,11367.0,5789.8,2761.5
1963-09,,68174.0,48364.0,715.0,3386.0,15949.0,11434.0,4068.0,3654.0,1306.0,58.7,55.5,69.3,2723.0,1267.0,,4.8,,,17.4,15674.0,57078.0,,,1069.0,510.0,559.0,1225.0,1695.0,3957.0,5.5,3110.0,3315.0,2742.0,19483.0,1741.0,3657.0,699.0,4036.0,1299.0,11388.0,5805.9,2764.8
1963-10,,68294.0,48348.0,708.0,3334.0,15912.0,11477.0,4074.0,3677.0,1310.0,58.8,55.5,69.5,2647.0,1240.0,,4.8,,,17.1,15714.0,57283.0,,,1071.0,541.0,530.0,1163.0,1738.0,3987.0,5.5,3104.0,3337.0,2755.0,19517.0,1747.0,3671.0,699.0,4058.0,1307.0,11412.0,5824.0,2773.6
1963-11,,68267.0,48121.0,703.0,3173.0,15783.0,11564.0,4051.0,3724.0,1302.0,58.8,55.4,69.8,2623.0,1206.0,,5.0,,,17.7,15675.0,57255.0,,,1054.0,533.0,521.0,1227.0,1859.0,4151.0,5.7,3083.0,3342.0,2759.0,19456.0,1741.0,3678.0,698.0,4056.0,1309.0,11430.0,5834.2,2782.4
1963-12,,68213.0,48355.0,694.0,2922.0,15700.0,11952.0,4052.0,3917.0,1301.0,58.5,55.3,69.6,2580.0,1211.0,,5.0,,,16.3,15712.0,57361.0,,,1007.0,517.0,490.0,1213.0,1774.0,3975.0,5.5,3082.0,3352.0,2769.0,19493.0,1743.0,3690.0,699.0,4064.0,1313.0,11440.0,5851.1,2792.0
1964-01,,68327.0,46879.0,673.0,2628.0,15508.0,11339.0,4013.0,3638.0,1297.0,58.6,55.3,69.5,2428.0,1025.0,,5.0,,,16.7,15715.0,57487.0,,,1057.0,553.0,504.0,1156.0,1805.0,4029.0,5.6,2996.0,3371.0,2778.0,19406.0,1747.0,3707.0,695.0,4084.0,1320.0,11512.0,5880.0,2805.8
1964-02,,68751.0,46959.0,670.0,2682.0,15552.0,11280.0,4031.0,3621.0,1305.0,58.8,55.6,69.5,2567.0,1101.0,,4.9,,,15.8,15742.0,57753.0,,,1015.0,528.0,487.0,1216.0,1708.0,3932.0,5.4,3132.0,3384.0,2786.0,19570.0,1750.0,3724.0,696.0,4098.0,1326.0,11534.0,5906.3,2802.2
1964-03,,68763.0,47275.0,667.0,2766.0,15615.0,11355.0,4049.0,3662.0,1311.0,58.7,55.5,69.5,2467.0,1071.0,,4.9,,,16.3,15770.0,57897.0,,,1039.0,534.0,505.0,1124.0,1783.0,3950.0,5.4,3125.0,3388.0,2793.0,19587.0,1751.0,3750.0,692.0,4102.0,1327.0,11588.0,5955.8,2806.4
1964-04,,69356.0,47812.0,682.0,2967.0,15665.0,11426.0,4105.0,3696.0,1333.0,59.1,55.9,69.9,2562.0,1178.0,,4.8,,,17.0,15785.0,57922.0,,,934.0,464.0,470.0,1192.0,1767.0,3918.0,5.3,3113.0,3406.0,2801.0,19593.0,1756.0,3716.0,695.0,4118.0,1334.0,11554.0,5873.1,2812.8
1964-05,,69631.0,48326.0,693.0,3159.0,15730.0,11515.0,4146.0,3737.0,1348.0,59.1,56.1,69.9,2539.0,1087.0,,4.5,,,16.4,15812.0,58089.0,,,975.0,471.0,504.0,1094.0,1681.0,3764.0,5.1,3125.0,3421.0,2806.0,19630.0,1758.0,3743.0,693.0,4133.0,1340.0,11588.0,5928.9,2820.8
1964-06,,69218.0,49110.0,717.0,3357.0,15920.0,11669.0,4201.0,3784.0,1366.0,58.7,55.6,69.7,2484.0,1240.0,,4.7,,,16.8,15839.0,58219.0,,,1047.0,539.0,508.0,1109.0,1719.0,3814.0,5.2,3147.0,3433.0,2810.0,19682.0,1759.0,3762.0,696.0,4144.0,1344.0,11616.0,5960.7,2825.8
1964-07,,69399.0,49275.0,715.0,3459.0,15873.0,11703.0,4221.0,3779.0,1374.0,58.6,55.7,69.5,2369.0,1124.0,,4.3,,,14.7,15887.0,58412.0,,,1002.0,479.0,523.0,1112.0,1486.0,3608.0,4.9,3157.0,3450.0,2816.0,19740.0,1767.0,3779.0,696.0,4162.0,1351.0,11670.0,5987.7,2836.5
1964-08,,69463.0,49558.0,717.0,3516.0,16063.0,11735.0,4223.0,3783.0,1371.0,58.6,55.7,69.6,2369.0,1064.0,,4.4,,,16.7,15948.0,58619.0,,,934.0,426.0,508.0,1074.0,1696.0,3655.0,5.0,3166.0,3457.0,2819.0,19810.0,1771.0,3794.0,696.0,4174.0,1354.0,11708.0,6012.1,2841.4
1964-09,,69578.0,49778.0,714.0,3431.0,16334.0,11773.0,4227.0,3798.0,1368.0,58.7,55.7,69.4,2455.0,1076.0,,4.5,,,15.7,16073.0,58903.0,,,917.0,457.0,460.0,1097.0,1703.0,3712.0,5.1,3171.0,3477.0,2826.0,19943.0,1779.0,3803.0,699.0,4197.0,1361.0,11731.0,6023.6,2853.0
1964-10,,69582.0,49459.0,710.0,3414.0,16012.0,11823.0,4212.0,3820.0,1367.0,58.6,55.6,69.4,2435.0,1131.0,,4.6,,,15.8,15821.0,58793.0,,,903.0,470.0,433.0,1055.0,1754.0,3726.0,5.1,3200.0,3484.0,2828.0,19723.0,1772.0,3816.0,702.0,4197.0,1364.0,11764.0,6045.6,2861.5
1964-11,,69735.0,49673.0,708.0,3309.0,16204.0,11933.0,4204.0,3873.0,1359.0,58.5,55.7,69.4,2367.0,1026.0,,4.3,,,15.6,16096.0,59218.0,,,922.0,484.0,438.0,1047.0,1596.0,3551.0,4.8,3226.0,3490.0,2833.0,20026.0,1783.0,3829.0,704.0,4211.0,1366.0,11801.0,6065.6,2870.7
1964-12,,69814.0,50056.0,698.0,3086.0,16177.0,12367.0,4210.0,4078.0,1358.0,58.6,55.6,69.6,2462.0,1094.0,,4.5,,,17.1,16176.0,59421.0,,,873.0,444.0,429.0,1057.0,1672.0,3651.0,5.0,3233.0,3499.0,2837.0,20111.0,1794.0,3845.0,702.0,4222.0,1369.0,11847.0,6095.2,2881.2
1965-01,,69997.0,48603.0,676.0,2875.0,16044.0,11686.0,4160.0,3793.0,1350.0,58.6,55.7,69.8,2383.0,1082.0,,4.3,,,16.8,16245.0,59582.0,,,793.0,404.0,389.0,1092.0,1626.0,3572.0,4.9,3231.0,3511.0,2844.0,20173.0,1783.0,3863.0,697.0,4233.0,1374.0,11864.0,6124.0,2889.7
1965-02,,70127.0,48632.0,676.0,2789.0,16119.0,11665.0,4183.0,3776.0,1359.0,58.7,55.7,69.7,2304.0,1029.0,,4.5,,,16.7,16291.0,59800.0,,,919.0,507.0,412.0,1090.0,1743.0,3730.0,5.1,3225.0,3524.0,2849.0,20216.0,1796.0,3882.0,700.0,4250.0,1380.0,11929.0,6154.2,2899.1
1965-03,,70439.0,49014.0,675.0,2893.0,16212.0,11737.0,4213.0,3799.0,1369.0,58.7,55.9,69.7,2296.0,1048.0,,4.3,,,15.8,16353.0,60003.0,,,796.0,437.0,359.0,1029.0,1702.0,3510.0,4.7,3241.0,3536.0,2855.0,20292.0,1805.0,3887.0,698.0,4264.0,1384.0,11970.0,6163.9,2911.2
1965-04,,70633.0,49753.0,686.0,3057.0,16297.0,11944.0,4271.0,3907.0,1391.0,58.8,56.0,69.7,2230.0,967.0,,4.4,,,16.2,16418.0,60259.0,,,796.0,428.0,368.0,1018.0,1747.0,3595.0,4.8,3200.0,3554.0,2860.0,20317.0,1810.0,3925.0,699.0,4284.0,1391.0,12067.0,6217.7,2920.8
1965-05,,71034.0,50284.0,696.0,3296.0,16381.0,12000.0,4312.0,3928.0,1406.0,59.0,56.2,69.9,2258.0,1053.0,,4.2,,,14.8,16477.0,60491.0,,,736.0,385.0,351.0,1043.0,1670.0,3432.0,4.6,3269.0,3569.0,2868.0,20444.0,1814.0,3934.0,698.0,4299.0,1397.0,12072.0,6238.9,2931.8
1965-06,,71025.0,51146.0,710.0,3487.0,16644.0,12172.0,4372.0,3970.0,1423.0,58.8,56.1,70.1,2170.0,940.0,,4.2,,,15.3,16554.0,60690.0,,,786.0,417.0,369.0,1009.0,1656.0,3387.0,4.6,3279.0,3579.0,2871.0,20522.0,1820.0,3946.0,689.0,4313.0,1401.0,12110.0,6259.3,2945.0
1965-07,,71460.0,51301.0,712.0,3546.0,16644.0,12182.0,4395.0,3961.0,1433.0,59.1,56.5,70.1,2289.0,1024.0,,3.9,,,14.5,16669.0,60965.0,,,683.0,359.0,324.0,959.0,1654.0,3301.0,4.4,3249.0,3599.0,2880.0,20611.0,1828.0,3960.0,693.0,4334.0,1409.0,12143.0,6278.9,2954.0
1965-08,,71362.0,51604.0,712.0,3645.0,16834.0,12198.0,4397.0,3956.0,1429.0,58.9,56.3,70.1,2259.0,1002.0,,4.0,,,13.9,16732.0,61228.0,,,733.0,406.0,327.0,940.0,1613.0,3254.0,4.4,3303.0,3608.0,2886.0,20726.0,1833.0,3969.0,691.0,4347.0,1412.0,12176.0,6292.0,2959.3
1965-09,,71286.0,51761.0,699.0,3566.0,17042.0,12258.0,4392.0,3977.0,1423.0,58.7,56.2,69.8,2019.0,920.0,,3.8,,,14.7,16802.0,61490.0,,,732.0,376.0,356.0,860.0,1627.0,3216.0,4.3,3320.0,3622.0,2894.0,20808.0,1842.0,3985.0,686.0,4365.0,1417.0,12219.0,6317.0,2970.7
1965-10,,71695.0,51796.0,697.0,3535.0,17037.0,12312.0,4393.0,4000.0,1423.0,58.9,56.4,69.9,2168.0,908.0,,3.8,,,14.5,16864.0,61719.0,,,672.0,336.0,336.0,920.0,1533.0,3143.0,4.2,3340.0,3633.0,2904.0,20895.0,1849.0,3998.0,691.0,4380.0,1422.0,12260.0,6338.8,2980.1
1965-11,,71724.0,51901.0,697.0,3441.0,17079.0,12431.0,4387.0,4062.0,1419.0,58.8,56.4,69.9,2077.0,915.0,,3.7,,,13.0,16962.0,61996.0,,,645.0,334.0,311.0,895.0,1531.0,3073.0,4.1,3365.0,3646.0,2910.0,21021.0,1854.0,4015.0,694.0,4394.0,1427.0,12293.0,6363.5,2984.6
1965-12,,72062.0,52405.0,690.0,3275.0,17073.0,12865.0,4404.0,4280.0,1423.0,59.0,56.6,70.0,2037.0,858.0,,3.6,,,13.3,17051.0,62322.0,,,659.0,366.0,293.0,857.0,1436.0,3031.0,4.0,3406.0,3665.0,2915.0,21151.0,1861.0,4038.0,694.0,4416.0,1434.0,12343.0,6407.9,2993.2
1966-01,,72198.0,50964.0,673.0,3037.0,16953.0,12206.0,4358.0,3978.0,1415.0,59.0,56.7,70.1,2081.0,940.0,,3.5,,,13.0,17143.0,62529.0,,,623.0,333.0,290.0,777.0,1523.0,2988.0,4.0,3379.0,3679.0,2921.0,21214.0,1867.0,4049.0,692.0,4433.0,1440.0,12385.0,6417.9,3003.8
1966-02,,72134.0,51015.0,668.0,2920.0,17135.0,12143.0,4384.0,3950.0,1425.0,58.8,56.6,69.9,1884.0,800.0,,3.4,,,12.4,17288.0,62796.0,,,594.0,324.0,270.0,758.0,1505.0,2820.0,3.8,3336.0,3695.0,2924.0,21315.0,1877.0,4060.0,691.0,4450.0,1446.0,12418.0,6427.2,3014.3
1966-03,,72188.0,51550.0,673.0,3088.0,17268.0,12222.0,4421.0,3987.0,1437.0,58.8,56.6,70.0,1905.0,831.0,,3.4,,,13.1,17400.0,63192.0,,,583.0,315.0,268.0,814.0,1523.0,2887.0,3.8,3421.0,3711.0,2936.0,21515.0,1884.0,4076.0,694.0,4470.0,1452.0,12456.0,6455.3,3023.3
1966-04,,72510.0,52234.0,645.0,3260.0,17392.0,12392.0,4477.0,4074.0,1458.0,59.0,56.8,70.0,1908.0,773.0,,3.3,,,13.0,17517.0,63437.0,,,575.0,324.0,251.0,653.0,1563.0,2828.0,3.8,3394.0,3726.0,2942.0,21568.0,1892.0,4091.0,657.0,4490.0,1458.0,12511.0,6472.5,3030.3
1966-05,,72497.0,52747.0,688.0,3376.0,17513.0,12469.0,4520.0,4103.0,1473.0,59.0,56.7,70.2,1923.0,847.0,,3.5,,,13.6,17625.0,63712.0,,,534.0,249.0,285.0,821.0,1631.0,2950.0,3.9,3360.0,3742.0,2949.0,21675.0,1901.0,4110.0,690.0,4508.0,1464.0,12542.0,6507.9,3041.5
1966-06,,72775.0,53811.0,712.0,3617.0,17837.0,12667.0,4593.0,4155.0,1495.0,59.1,56.9,70.2,2185.0,894.0,,3.4,,,13.0,17733.0,64111.0,,,475.0,245.0,230.0,779.0,1647.0,2872.0,3.8,3422.0,3763.0,2959.0,21846.0,1910.0,4129.0,691.0,4532.0,1472.0,12598.0,6539.2,3054.9
1966-07,,72860.0,53847.0,712.0,3710.0,17717.0,12665.0,4608.0,4144.0,1504.0,59.1,56.9,70.2,2128.0,973.0,,3.3,,,12.9,17760.0,64301.0,,,427.0,218.0,209.0,809.0,1640.0,2876.0,3.8,3420.0,3781.0,2973.0,21872.0,1910.0,4143.0,692.0,4547.0,1479.0,12622.0,6559.3,3070.5
1966-08,,73146.0,54122.0,717.0,3723.0,17973.0,12663.0,4614.0,4140.0,1503.0,59.3,57.0,70.3,1942.0,813.0,,3.3,,,12.4,17882.0,64507.0,,,464.0,259.0,205.0,827.0,1622.0,2900.0,3.8,3394.0,3797.0,2973.0,21972.0,1911.0,4156.0,696.0,4564.0,1485.0,12643.0,6576.7,3076.7
1966-09,,73258.0,54142.0,706.0,3604.0,18108.0,12719.0,4604.0,4153.0,1494.0,59.3,57.1,70.6,1856.0,860.0,,3.2,,,12.8,17886.0,64643.0,,,488.0,286.0,202.0,793.0,1555.0,2798.0,3.7,3367.0,3809.0,2978.0,21948.0,1928.0,4163.0,695.0,4580.0,1490.0,12684.0,6582.6,3076.0
1966-10,,73401.0,54147.0,699.0,3526.0,18118.0,12767.0,4612.0,4174.0,1497.0,59.3,57.1,70.7,1857.0,873.0,,3.3,,,12.6,17956.0,64854.0,,,494.0,273.0,221.0,780.0,1541.0,2798.0,3.7,3340.0,3828.0,2983.0,21991.0,1935.0,4173.0,695.0,4601.0,1497.0,12719.0,6597.3,3085.9
1966-11,,73840.0,54177.0,695.0,3384.0,18107.0,12898.0,4612.0,4232.0,1496.0,59.6,57.4,70.8,1738.0,785.0,,3.2,,,11.8,17981.0,65019.0,,,464.0,264.0,200.0,776.0,1499.0,2770.0,3.6,3314.0,3845.0,2991.0,21988.0,1941.0,4181.0,693.0,4618.0,1503.0,12749.0,6602.8,3097.5
1966-12,,73729.0,54562.0,687.0,3202.0,18040.0,13306.0,4623.0,4439.0,1499.0,59.5,57.3,70.7,2007.0,998.0,,3.3,,,12.1,17998.0,65199.0,,,488.0,278.0,210.0,745.0,1582.0,2912.0,3.8,3318.0,3863.0,3002.0,22008.0,1944.0,4195.0,692.0,4634.0,1510.0,12787.0,6631.4,3105.8
1967-01,,73671.0,53092.0,676.0,3001.0,17861.0,12634.0,4579.0,4129.0,1492.0,59.5,57.1,70.6,2182.0,1105.0,,3.4,,,11.9,18033.0,65407.0,,,489.0,286.0,203.0,854.0,1608.0,2968.0,3.9,3329.0,3883.0,3012.0,22057.0,1952.0,4201.0,695.0,4655.0,1518.0,12814.0,6630.5,3111.3
1967-02,,73606.0,52928.0,671.0,2917.0,17837.0,12536.0,4600.0,4096.0,1504.0,59.3,57.0,70.6,2322.0,1237.0,,3.3,,,12.9,17978.0,65429.0,,,459.0,258.0,201.0,862.0,1596.0,2915.0,3.8,3317.0,3899.0,3023.0,21987.0,1949.0,4209.0,692.0,4666.0,1524.0,12819.0,6628.5,3110.5
1967-03,,73439.0,53218.0,670.0,2971.0,17816.0,12631.0,4635.0,4143.0,1519.0,59.1,56.8,70.5,2308.0,1229.0,,3.3,,,11.6,17940.0,65530.0,,,436.0,256.0,180.0,869.0,1586.0,2889.0,3.8,3290.0,3919.0,3037.0,21919.0,1950.0,4231.0,689.0,4681.0,1532.0,12864.0,6667.2,3120.7
1967-04,,73882.0,53596.0,676.0,3151.0,17745.0,12699.0,4681.0,4193.0,1541.0,59.4,57.1,70.7,2374.0,1254.0,,3.4,,,12.1,17878.0,65466.0,,,428.0,254.0,174.0,896.0,1547.0,2895.0,3.8,3277.0,3939.0,3051.0,21842.0,1941.0,4209.0,687.0,4693.0,1540.0,12816.0,6616.8,3128.0
1967-05,,73844.0,53975.0,682.0,3268.0,17706.0,12820.0,4721.0,4237.0,1555.0,59.3,57.0,70.6,1835.0,1011.0,,3.3,,,12.8,17832.0,65620.0,,,417.0,264.0,153.0,905.0,1581.0,2929.0,3.8,3262.0,3957.0,3065.0,21779.0,1952.0,4245.0,685.0,4709.0,1547.0,12892.0,6677.7,3128.0
1967-06,,74278.0,54826.0,706.0,3444.0,17928.0,12984.0,4788.0,4285.0,1577.0,59.6,57.3,70.8,2095.0,1114.0,,3.5,,,12.9,17812.0,65750.0,,,422.0,272.0,150.0,883.0,1704.0,2992.0,3.9,3264.0,3975.0,3081.0,21761.0,1951.0,4259.0,685.0,4726.0,1554.0,12909.0,6697.9,3127.3
1967-07,,74520.0,54835.0,706.0,3582.0,17724.0,12989.0,4804.0,4273.0,1587.0,59.6,57.4,70.9,2062.0,1077.0,,3.3,,,13.0,17784.0,65888.0,,,412.0,261.0,151.0,863.0,1642.0,2944.0,3.8,3303.0,3997.0,3094.0,21772.0,1955.0,4274.0,685.0,4745.0,1562.0,12945.0,6719.0,3133.0
1967-08,,74767.0,55148.0,690.0,3626.0,17988.0,12990.0,4812.0,4265.0,1586.0,59.7,57.4,71.0,2069.0,1092.0,,3.4,,,13.4,17905.0,66143.0,,,441.0,241.0,200.0,928.0,1595.0,2945.0,3.8,3312.0,4015.0,3110.0,21887.0,1956.0,4283.0,670.0,4764.0,1569.0,12969.0,6729.0,3149.9
1967-09,,74854.0,55078.0,678.0,3548.0,18010.0,13021.0,4799.0,4295.0,1580.0,59.7,57.4,71.1,2233.0,1184.0,,3.3,,,12.9,17794.0,66164.0,,,448.0,286.0,162.0,895.0,1667.0,2958.0,3.8,3314.0,4036.0,3123.0,21775.0,1955.0,4306.0,667.0,4777.0,1577.0,12992.0,6761.2,3145.1
1967-10,,75051.0,54983.0,669.0,3497.0,17956.0,13035.0,4796.0,4313.0,1581.0,59.9,57.5,71.3,2180.0,1144.0,,3.5,,,13.7,17800.0,66225.0,,,472.0,294.0,178.0,962.0,1730.0,3143.0,4.0,3313.0,4046.0,3133.0,21779.0,1953.0,4310.0,666.0,4788.0,1582.0,12992.0,6766.7,3145.4
1967-11,,75125.0,55391.0,667.0,3415.0,18116.0,13225.0,4818.0,4397.0,1586.0,59.8,57.5,71.1,2227.0,1145.0,,3.5,,,13.8,17985.0,66703.0,,,490.0,308.0,182.0,905.0,1680.0,3066.0,3.9,3344.0,4074.0,3146.0,21996.0,1970.0,4339.0,667.0,4824.0,1593.0,13066.0,6805.9,3159.6
1967-12,,75473.0,55804.0,662.0,3245.0,18076.0,13617.0,4829.0,4605.0,1588.0,59.9,57.6,71.3,2124.0,1065.0,,3.4,,,13.0,18025.0,66900.0,,,485.0,290.0,195.0,920.0,1616.0,3018.0,3.8,3345.0,4090.0,3161.0,22037.0,1971.0,4361.0,667.0,4839.0,1599.0,13107.0,6851.3,3156.0
1968-01,,74700.0,54017.0,647.0,2886.0,17878.0,12879.0,4768.0,4271.0,1576.0,59.2,57.0,70.7,1873.0,970.0,10086.0,3.3,,,12.0,18040.0,66804.0,,,503.0,313.0,190.0,904.0,1458.0,2878.0,3.7,3211.0,4100.0,3169.0,21917.0,1973.0,4343.0,666.0,4845.0,1603.0,13060.0,6809.8,3153.9
1968-02,,75229.0,54266.0,646.0,3010.0,17913.0,12863.0,4802.0,4266.0,1591.0,59.6,57.3,71.0,2153.0,1104.0,10425.0,3.4,,,12.9,18054.0,67215.0,,,468.0,289.0,179.0,845.0,1710.0,3001.0,3.8,3397.0,4120.0,3182.0,22117.0,1977.0,4378.0,666.0,4866.0,1610.0,13146.0,6858.3,3170.2
1968-03,,75379.0,54565.0,646.0,3083.0,17944.0,12935.0,4830.0,4300.0,1601.0,59.6,57.4,71.1,1983.0,946.0,10334.0,3.2,,,12.7,18067.0,67295.0,,,447.0,268.0,179.0,784.0,1651.0,2877.0,3.7,3388.0,4126.0,3191.0,22119.0,1978.0,4388.0,664.0,4873.0,1613.0,13165.0,6875.6,3177.3
1968-04,,75561.0,55252.0,666.0,3280.0,17996.0,13121.0,4877.0,4394.0,1619.0,59.5,57.4,71.1,1943.0,951.0,10440.0,3.1,,,11.8,18131.0,67556.0,,,393.0,244.0,149.0,856.0,1436.0,2709.0,3.5,3401.0,4136.0,3200.0,22207.0,1981.0,4412.0,675.0,4887.0,1617.0,13238.0,6921.4,3187.0
1968-05,,76107.0,55563.0,673.0,3387.0,18055.0,13141.0,4908.0,4417.0,1632.0,59.9,57.8,71.3,1933.0,929.0,10788.0,3.1,,,12.5,18190.0,67652.0,,,395.0,259.0,136.0,745.0,1567.0,2740.0,3.5,3390.0,4154.0,3210.0,22255.0,1974.0,4424.0,675.0,4895.0,1624.0,13211.0,6936.7,3195.9
1968-06,,76182.0,56531.0,693.0,3531.0,18351.0,13357.0,4987.0,4465.0,1657.0,60.0,57.8,71.3,2052.0,989.0,10752.0,3.4,,,13.9,18228.0,67905.0,,,405.0,243.0,162.0,816.0,1755.0,2938.0,3.7,3363.0,4179.0,3215.0,22264.0,1986.0,4439.0,673.0,4924.0,1633.0,13278.0,6957.9,3209.0
1968-07,,76087.0,56569.0,699.0,3650.0,18195.0,13365.0,5000.0,4453.0,1664.0,59.8,57.6,71.2,1950.0,1000.0,10678.0,3.2,,,13.8,18265.0,68126.0,,,426.0,267.0,159.0,831.0,1647.0,2883.0,3.7,3386.0,4196.0,3231.0,22329.0,1991.0,4457.0,678.0,4944.0,1640.0,13320.0,6987.0,3219.0
1968-08,,76043.0,56864.0,700.0,3718.0,18342.0,13403.0,5008.0,4461.0,1663.0,59.6,57.5,71.0,1962.0,1003.0,10597.0,3.2,,,12.0,18254.0,68330.0,,,393.0,240.0,153.0,765.0,1645.0,2768.0,3.5,3417.0,4216.0,3253.0,22350.0,1994.0,4482.0,679.0,4962.0,1648.0,13383.0,7025.5,3227.5
1968-09,,76172.0,56939.0,691.0,3688.0,18472.0,13452.0,4987.0,4485.0,1651.0,59.5,57.5,71.1,1946.0,930.0,10863.0,3.1,,,12.0,18252.0,68484.0,,,375.0,243.0,132.0,781.0,1534.0,2686.0,3.4,3457.0,4221.0,3264.0,22390.0,2001.0,4497.0,681.0,4965.0,1650.0,13429.0,7052.6,3235.7
1968-10,,76224.0,57025.0,637.0,3681.0,18451.0,13520.0,5007.0,4525.0,1662.0,59.5,57.5,71.0,1883.0,951.0,10737.0,3.0,,,11.8,18293.0,68721.0,,,386.0,252.0,134.0,799.0,1507.0,2689.0,3.4,3490.0,4253.0,3283.0,22419.0,2006.0,4520.0,636.0,5001.0,1662.0,13476.0,7084.2,3246.4
1968-11,,76494.0,57277.0,678.0,3566.0,18475.0,13687.0,5027.0,4603.0,1668.0,59.6,57.6,71.2,1927.0,960.0,10949.0,3.0,,,12.2,18346.0,68984.0,,,357.0,226.0,131.0,768.0,1593.0,2715.0,3.4,3486.0,4283.0,3298.0,22512.0,2015.0,4539.0,680.0,5032.0,1674.0,13524.0,7105.3,3259.3
1968-12,,76778.0,57735.0,675.0,3441.0,18457.0,14060.0,5043.0,4795.0,1672.0,59.7,57.7,71.2,1988.0,998.0,11033.0,3.0,,,12.7,18410.0,69248.0,,,351.0,191.0,160.0,800.0,1527.0,2685.0,3.4,3526.0,4305.0,3310.0,22617.0,2019.0,4554.0,681.0,5053.0,1682.0,13563.0,7133.7,3262.4
1969-01,,76805.0,56234.0,661.0,3206.0,18271.0,13399.0,4994.0,4498.0,1664.0,59.6,57.6,71.3,1914.0,949.0,11015.0,3.0,,,12.0,18432.0,69439.0,,,339.0,209.0,130.0,785.0,1554.0,2718.0,3.4,3534.0,4326.0,3326.0,22644.0,2019.0,4571.0,678.0,5073.0,1691.0,13580.0,7154.0,3269.4
1969-02,,77327.0,56349.0,660.0,3188.0,18355.0,13346.0,5029.0,4481.0,1680.0,60.0,57.9,71.5,1952.0,953.0,11064.0,3.0,,,11.9,18502.0,69699.0,,,358.0,243.0,115.0,863.0,1442.0,2692.0,3.4,3575.0,4348.0,3342.0,22755.0,2025.0,4591.0,678.0,5092.0,1698.0,13624.0,7175.2,3276.4
1969-03,,77367.0,56813.0,659.0,3281.0,18437.0,13440.0,5078.0,4526.0,1698.0,59.9,57.9,71.4,2044.0,988.0,11011.0,3.0,,,12.3,18558.0,69905.0,,,353.0,234.0,119.0,770.0,1603.0,2712.0,3.4,3579.0,4373.0,3355.0,22813.0,2031.0,4613.0,676.0,5118.0,1709.0,13664.0,7202.4,3283.3
1969-04,,77523.0,57409.0,663.0,3470.0,18423.0,13611.0,5131.0,4605.0,1718.0,60.0,57.9,71.3,1951.0,978.0,11264.0,3.0,,,12.0,18554.0,70072.0,,,386.0,253.0,133.0,764.0,1600.0,2758.0,3.4,3590.0,4391.0,3371.0,22815.0,2041.0,4626.0,671.0,5139.0,1716.0,13728.0,7224.1,3290.6
1969-05,,77412.0,57866.0,675.0,3625.0,18448.0,13717.0,5169.0,4647.0,1732.0,59.8,57.8,71.4,1961.0,956.0,11257.0,3.0,,,12.4,18588.0,70328.0,,,387.0,261.0,126.0,657.0,1649.0,2713.0,3.4,3635.0,4408.0,3383.0,22899.0,2045.0,4652.0,676.0,5154.0,1722.0,13781.0,7267.8,3303.8
